comment	label
the people here in my team are supportive and helpful which helps to improve me day by day	company
equal and good contribution from all employees towards work.	company
our tuticorin team is the best team in [company] india, as we all work together like a family for our achievement, keep continuing to full fill our responsible tasks	company
our tuticorin team is the best team in [company] india, as we all work together like a family for our achievement, keep continuing to full fill our responsible tasks.	company
our tuticorin team is the best team in [company] india, as we all work together like a family for our achievement, keep continuing to full fill our responsible tasks.	company
our tuticorin team is the best team in [company] india, as we all work together like a family for our achievement, keep continuing to full fill our responsible tasks.	company
engagement to teamwork has resulted in the success of our business which is our key with the ideology of our seniors to promote development and focus to the key areas that enhance development to our company	company
i don't have any thing to discuss as all are going well and much batter if we will get bonus and increment every year with out fail.	company
we all works as a team which is working so well in our company and a today i am proud of that.	company
my work is handling customer cargo & excellent delivery of shipment in proper time.	company
teamwork between all departments ocean freight , customs , projects , trucking	company
iam very much satisfied with working in this company	company
our managers/director lead by example which reflects well within the group.	company
my direct manager always provide positive feedback.	company
we have kpi monitoring in weekly and good respond	company
the overall movement of freight being accurate and timely as well as the team work involved between various departments to make sure everyone is always on the same page.	company
warehouse and office are considered as one team for special events and work flow as well.	company
there are several fellow colleagues that are passionate about positive customer experience.	company
one day departmental outing/picnic makes us happy and improve team work.	company
i love the team work  than actually use here in our workplace.	company
cw1 system is quite good and make our work easier if compare with previous.	company
with  good working area, open communication with colleagues, feeling of being an important team member drives to a better performance resulting to completing the task correctly and on the timely manner .	company
hope to carry on with that...  - very strong brand that opens door.	company
- good quality of our products.	company
recognition of cross-domain areas providing support to the domains.	company
work as a team make us working well and pro-active in our daily activity.	company
good co-operation within the team and there is a focus on continuous improvement	company
[company] is by far the best company i have ever worked	company
currently we are sharing the responsibilities when someone is too busy with urgent tasks.	company
because my team sharing there idea and skills to make the company run well.	company
teamwork  change of the regional structure to a global one  discipline  new directives/boss in the gsc	company
work as a team with the resources we have	company
helping out each other when the need arise	company
helping each other and got any problem should be discuss each other.	company
to solve the solution and respect each other.	company
we work not only within our section but with other department too to solve any issue arises.	company
positive team spirit to make things work well and solve problems	company
daily pd discussions help us to find out the progress, achievements & failures of our department in the team & each one of us gets a chance to share our voices with ideas for improvement.	company
i feel that, our teamwork has been a key component in our growth.	company
my team in particular is very tight net, there is immense support, and openness to keep everyone up and progressing, the growth of each other is promoted to the highest extent.	company
not where it should be, but better than ever been.	company
she gives everybody a chance to succeed.	company
overall collaboration in a whole this company does well.	company
we share ideas and help each other resolve any customer challenges that come up.	company
in my office we have a weekly sales and operations meeting to discuss customers sales is targeting, won customers, customers currently in impat.	company
operations gives product updates and current department information.	company
we share our ideas and knowledge each other and treat everyone as equal.	company
open communication with the stations on where they are seeing issues, engagement in dds process to give a clearer picture of root cause issues, access to origin to resolve issues at the start (gccs / oi system)	company
we do our best to maintain positive attitudes in this time of turmoil.	company
there is still a divide between first and second shift employees, but there is a camaraderie that is present on the different shifts that i haven't seen for a while.	company
it is good that we are pulling together, but this needs to be across both shifts.	company
there are always minor adjustments that are needed for every team, but ours is fairly good.	company
i believe we have definitely seen things change for the positive and are working well as a team within all offices and with our customers.	company
i enjoy my job at [company] & think everything in pembina is working well.	company
the team work is great in [company]	company
work together to solve customer's problems	company
open discussion and solved the problem immediately	company
all about company kpi achievement.	company
there are not new process been implemented surh as rsp scanning and tracker to work more progressive in operation.this wii help us lot to indentify and solve and issues there and then.	company
team work & communication is important to delivered excellence service to customers	company
the system of working  process is working  well	company
i think this is the #1 way in business success!	company
doing the work efficiently and effectively.	company
team work is one of the key to have a better results.	company
doing job effectively & efficiently	company
by helping each other job makes easier.	company
voice out the problem and solve together.	company
overall the changes based on new systems was good, more efficient now, maybe the adjustment period was crucial but seems more effective.	company
working well is, we can touch the goal with success and can work toogether with our team.	company
the teams must be more then communication and corporate inside solve problem and other case and then the teams must be trust	company
team performance overall is great, we work as a team in order to fulfill customers need, each member of the team knows what to do and are very proactive.	company
my manager has my back which allows me to have confirdence to take risks that have paid off in certain shipments.	company
we always share ideas in my team and come up with solutions to overcome particular problem.	company
each and everyone 's opinion counts.	company
i strongly believe this is key and its working well for the company	company
keep up the work	company
management helps tremendously by sending snips of the tracking report to us that needs addressed.	company
i like how we have basket leads for each basket to assist us in getting the documents and information that we need when working on files.	company
international team:  leads are working well for baskets - it keeps processors pushing files out while one specific person works on requests to customers and forwarders.	company
knowledge in our ever evolving industry is openly and easily shared rather quickly and in an almost immediate way.	company
communication across the board from the managers to the leads to the leads to the employees everyone seems to be on the same page which makes coming to work very inspiring and easy to satisfy the customers requests.	company
in my departement, i think that our teamwork, is the main source of a great result, and we know how to help each other whenerver it is needed.	company
there is improvement when it comes team work between the departments.	company
there is continuous support if any issues arise.	company
a very reliable team.	company
-responsibilities provided are a good platform to grow.	company
i am proud to be part of team	company
overall company is doing well.	company
i enjoy working with my team including management  , all team members are supportive to sort each other business issues.	company
[company] is working very effectively to build up team building skills amongst employees.cif training was a super hit idea.	company
work is going on smooth, support is there as and when required from superiors.	company
even though the current tough situation, cooperation between sales and cs/ops has been done well.	company
team meeting and feedback are an important portion for my growth	company
so i am very happy to work here and i feel very welcomed here.	company
lots of support and assistance from everyone with positive feedback and encouragement.	company
small improvements that simplify department roles	company
well organised company where you are respected.	company
in chc we are starting to see the effect of more sales reps on the road - more business coming through the door	company
i need cohesion in the team and the concern of my direct supervision	company
my team works hard and effectively but is limited by the hardware and software they use.	company
your staff are still committed to being the best regardless of the internal obstacles they face daily	company
the csu department works amazingly as a team whilst other people may be away of leave.	company
i think we are heading in the right direction.	company
my team as a whole and making profit	company
teamwork (selective group only) not necessary applies to the entire business	company
it reduces work pressure  and one can work in a better way as needed.	company
support the goals and objectives of marketing & sales by increasing the depth of market intelligence available to the outdoor sales team and ensure successful sales effort.	company
regardless of too many workload and less manpower in our team, we are committed to provide the best we can so our team will provide its fullest potential that can still have positive effect other departments	company
sales support provided great support during kam absence.	company
the team is now efficient and with a well balanced character	company
all is working well except for billing team.	company
internal department and my superior so far so good to support my job.	company
that make our job be so easier.	company
i think it so good for company.	company
our team work is working well, problem is solved together as a team	company
we're [company] global forwarding not personal we work for [company] not other, to all department please show or do the best work as you can .	company
we are [company] and similar	company
to make a booking for transportation/to help cs reply email	company
working well is totally engage/ communicate actively with the team and provide the team and company positive outcome	company
supportive pcm planner- [name] and lcl expert- [name]	company
have strong teamwork within air freight department and always got the effective advise/ support from my direct report manager.	company
team has the clear target and say in one voice.	company
different team collaboration with domain expert skills to achieve the goal is critical to success for every project. keep it up !	company
[company] being no.1 we are getting lot of business	company
senior management team is really working towards to strategy 2020.	company
with the help of various learning tools each employee got clear vision to give best customer service.	company
this work is team work and success the goal.	company
inter department coordination is also good  management is bringing in lot of changes to improve the processes.	company
people here in [company] are very supporting... we have strong products as compare to market competitors..  we have network all over the world..	company
every thing is working well we were changing as per market expectation	company
teamwork is important in an organization because it provides employees with an opportunity to bond with one another, which improves relations among them, & it is helpful for company's growth	company
team working environment is really great and constructive, especially after pd is deployed.	company
it's quite lucky to me to work in a company like [company] from bottom of my heart	company
sub team co-ordination is well developed to support each other for import development through internal team meetings.	company
the agents work very hard, with limited resources, to fulfill their responsibilities.	company
ocean export needs immediate assistance.	company
my department relies heavily on each other and not upper management (supervisors)as they do not have an open door policy and constantly direct you to someone else.	company
we are in good team work and getting better in customer services.	company
it would be nice to just boost the moral around here.	company
-good corporation  -sharing knowledge  -encourage them when do wrong  -help to solve problem  -help each other do daily job when they are on busy  -follow up customer when they absent or medical leave	company
our customer service division has been successful to be good team work as main point to improve this company	company
[company] share our progress throughout the year in townhall dinner, therefore we know what are our achievement and what needs to be improved.	company
team work between department working really well, we do not compete customer or revenue.	company
i love working in [company] since my team is the best team i ever had.	company
for this year i believed our business is not doing well and we have to keep focus and sell to customer with more profitable margin and we need the support from other dept also	company
departmental teamwork, we always have others on our side to resolve issues together.	company
this company is the good company to work.	company
to make sure company stay growth and competitive we need to make sure higher correct people with correct direction and mindset.	company
when we work as one team this will lead to better outcome and surely it will adds value to our company.	company
this is a good teamwork, among all feedback us the topic of job	company
the working relationship that we have amongst us in different relationship is really good and at all times we all want to see positive results daily and lastly it shows commitment and love we all have for our company.	company
team work and meeting expectation despite all the financial challenges	company
i believe sales has great network of resources (tlm's / customer service manager's / acc and occ / ect...) who assist and support sales with quick quotes and expertise on trade lanes.	company
we are opening new offices	company
collaboration between business units	company
have an open door policy with our supervisor	company
collaboration & ownership between teams and employees to deliver the best results and to make a difference.	company
even though we have had a lot of changes, we have been able to keep our quality of work at high level all time through these changes.	company
good teamwork to run a business with less people than is actually required.	company
we are having real team work examples which make the difference now and we are able get the new customers on board	company
more over we are having good brand also.	company
since moved to a new location all visible and feels good to work in the new location	company
each and every department correlate and distribute equally to complete the task	company
good cooperation between my team colleagues,there is also a continius interest from the management to improve the aspects that aren't so positive ( pd,monthly pause gadering,incentives ..)	company
in order for the whole team to success.	company
quite enjoying the teamwork within a company of this size, no matter if in the office next to us or overseas.	company
the cooperation between departments is improving, and also we are very happy for the new ofr head, it was a good choice [name]!	company
our team is provided with consistent feedback and ongoing learning.	company
we have supportive leadership that gives clear kpi guidelines and expectations while also giving room to allow us to improve on our own processes as we see necessary.	company
can see more teamwork among department happening especially during the office refurbishment.	company
the effort from senior management to improve our team is highly appreciated but untill now, problem still not solved with direct management	company
information sharing / communication within the team.	company
[company] is the best and my 3rd love is [company].	company
we have great team in [company] and we work like a family.	company
i appreciate the efforts and patience my team have, despite if all the challenges, we remain to be intact and ensure that we support each other	company
our back up system is very effective.	company
teamwork  the team is a groups of employees who have at least some collective tasks and where the team members are authorized to regulate mutually the execution of these collective tasks.	company
have the good management to listen, support and share experienced.	company
team get together functions are good - even if people do not accept or attend every function.	company
as a team we work quite hard to make improvements to processes.	company
everything very happy	company
same days however cane be very stressfull especially when shipments don't move as planned and the ripple effect with a customer could be detrimental to our biz/relatio	company
turnaround times of freight receival compared to delivery	company
team leader will share special case, special products with special require when handle shpt.	company
[company] is best company in world, i really to proud to work.	company
[company] have a best tool and best team.	company
team work is the backbone of our company which we all follow.	company
i am working with [company] for full satisfaction	company
i get good team support when ever required i source the information and pass it to customer when required and do this in right in first time.	company
team work / active leadership / internal discussions / disciplines / rule & regulations / growth history of company / market leader company / global set-up	company
excellent feed back input in this session.	company
we work as a team and we able to face any challenges and keep our product up.	company
helping each other deliver better results	company
in [company] logistics, teamwork is there due to which accepting challenges & resolving issues is quite easy.	company
[company] has a modern style management which i enjoy based on information sharing - first choice program helps	company
they do care company's fame and reputation in front of the customers, so wroking efficiency and doing right at first time are initially on thier daily jobs.	company
i think more guys starting to scan more freight in loc now	company
i think what works well is the shift that i am with.	company
shifts are not working well because of the animosity between them because of trouble makers winding them up against each other.	company
i do enjoy working for the company as we work as team, which speed up the proccess of moving our freight and eliminates mistakes.	company
we have a new building which has made it easier to work and we have more space.	company
working as a team we are able to turn around the customers shipments fast.	company
-teamwork in work place  - standard process and format  - master system	company
receiving support from my colleague in peak season to share the tasks	company
despite 2017 being a challenging year due to resource constraints, we have proven that we can all pull together as a team in order to get the job done...and well.	company
in my department we work as a team, exploiting the virtues of each one of the individuals, to be able to reach the common objective.	company
general speaking the company is leader worldwide which seems to indicate that we are doing the things right.	company
we are all in the good path based on new market trend	company
we have come a long way in becoming 1 team in dispatch thru the efforts of [name] & [name] - keep it up	company
learning from each other and making correct decisions.	company
freight is moving very good	company
how coworkers are now more willing to assist to get situations resolved.	company
most of us were once very proud to work for this company.	company
every day is a different story	company
networking makes our company very strong	company
i've been fortunate enough to have joined an account management team that genuinely wants to do what's best for the company, and our customer.	company
positivity within local team despite negative environment in the office	company
network, collaboration, product knowledge in some areas.	company
open dialogue with direct supervisors, team members and various groups (operations, customer service, pricing, sales, etc).	company
my direct manager and direct team are great individuals and help me to enjoy my job and time at [company].	company
our brand recognition is one to be proud of and our size and network are above our competitors.	company
i think the public sector works very well together to regain lost business from years ago and also bring on new business.	company
we work well togehter to solve solutions	company
when the queue is high and tat is less, we coordinates to meet the tat.	company
with the support from all team members , superiors and subordinates i am able to do my work more in efficient way.	company
for every issue with come to me is solved by senior instatly.	company
ideas and improvement for better delivery of job	company
continuous improvement in the process by team work	company
we are encouraged to be respectful but open with our feelings or suggestions.	company
my current working environment has taken a positive change which has brought me motivation to be part of the [company] family.	company
feedback, team work, and help are all taken into consideration.	company
in my group, we constantly communicate with each other to help answer any questions and/or assist on any issues that may be occurring.	company
our product is extremely effective in executing larger opportunities.	company
we are the most flexible product i have seen.	company
even though we are short staffed within all areas of our company, my interaction is mostly through domestic and with this challenge we push through it together the best way we can.	company
instead of dividing in to the process vise, country wise team is best for error free processing. when we process toi jobs for all country we may get lot of errors. so country specific is best one for good customer maintaining.	company
working  as one team , we support us each other to resolve any problem that we have it	company
everything from team no accepting the new users, being not patient with them, not solving there quires was not done as thing are stopped at the user level as it didn't reach to the seniors.	company
we solve each others problems if there is any confusion.	company
i think its going marvelous in the company.	company
[company] is best working place.	company
nothing else proud to be an employee of [company].	company
teammates help each other, share knowledge and solve problems.	company
the automation that has made each and everything step easier and quiker	company
work as team to give success to the organization .	company
working condition is good  as my immediate supervisor provided a detail where i am & what need to done to improve my skill for future growth .	company
collaboration seems to be the key to success.	company
working well not only for individual but as a whole, everyone in the group need each other in order to success.	company
i like the team work in my department, the spirit is very healthy and it helps to do the daily work even in most difficult days.	company
very efficient team.	company
the business process and working environment	company
also many opportunities to grow.	company
improving as a team.	company
good surrounding and help to each other	company
i think its going marvelous in the company.	company
the work environment has significantly improved.	company
the bsc is a business unit engaged with continuous improvement, to provide each day a better service for internal and external clients, with quality and with an engaged human talent, teamwork makes bsc grow as a unit day-to-day.	company
the company's compliance policy and the mode of operation	company
theses indeed is great tool for success.	company
team work is working well in our account specially when client are dropping huge volume of complicated work at the last moment of the target date, still we are achieving the target on time with quality.	company
i  am proud  part of fluor team.	company
focus you and your team  is the best way to get high results  .	company
focus you and your team  is the best way to get high results  .	company
some changes in management lead to motivation within employees in company.	company
we make a lot of monay and have succes.	company
that's been well established and maintain besides several employee changes.	company
team work, open communication, effective problem solving, idea generation, team spirit, relationship with my manager.	company
i receive useful and constructive feedback from my manager.	company
i have adequate opportunities for professional growth in this organization.	company
behave like a government, promising  change with no action.	company
we are very hard team and working together, if any problem or dificult situation.	company
the team members understand the importance of being together and working as one team toward a common vision and goals.	company
our shift pattern works well to deal with the volume of work.	company
the ability to direct individual accomplishments toward organizational objectives.	company
it is the fuel that allows common people to attain uncommon results.	company
the work can be frustrating at times but you will get that in every workplace	company
i work in a great time, whenever someone has difficulties we discuss how to solve it.	company
helping each other in order to improve	company
as a team, we are willing to go the extra miles for each other.	company
if any particular assignment, the group discussions working in right direction thus resulting in our deliverables to customer.	company
performance dialog is working well by discussing all the open issues and address it by finding solutions	company
our manager set the example by following walk the talk.	company
we have all resources in place to do our job.	company
there is good team work , which is very critical for our business.	company
my after cif / cfm there is a lot of improvement as one team and focus on customer centric to solve the problems giving sloutions.	company
process' are in place, few bright stars in every team	company
we have to work as a team for company growth and success.	company
there is lot of improvement in team work.	company
planning are discuss everyday on pd for regular error free team work.	company
we have each other back to solve issues and do things correct at first .	company
company provide too many chance for us.	company
good performance reward and appreciation for each good performer within the team.	company
employees are motivated to do their work effectively and everyone's feedback and opinion counts and is taken into consideration to devise solutions and drive improvements.	company
[company] is one of the best place to work in logistics industry, people and team work play an important role and [company] know this very well, they care for employees growth and improvement.	company
in my team we will share good practices to implement a project.	company
it has been a very steep uphill battle to keep the moral on a positive note..with help from our district mgr and our new airfreight superv	company
seems leadership has taken steps to make this an overall more orderly and enjoyable environment to work in.	company
proud to work for this great company.	company
we pitch in a help where we know how to help.	company
we face many challenges regularly and we are all there to support and help each other.	company
working together to solve issues	company
more collaboration between ops and sales at our station is working very well, and i think we have grown as a team and we genuinely want to help each other succeed.	company
we as team work very well together with one goal, we all understand the company mission / vision & the need for growth.	company
each member of the department assists in the successful completion of all it projects.	company
everyone, in spite of the difficulties, is engaged to look for the best results.	company
due to poor management, the employees tend to stick together as well as provide support for each other.	company
we have been doing more consolidations and internal build-ups of freight and moving to airlines directly, effectively saving money and reducing lost freight in gateways.	company
i work with a great team which allows us to be open and honest and greatly improves our problem solving abilities	company
every time something comes up we all help on another.	company
there ought to be better team work between operations and the department that provides rates and implementation ;  ops should not be the department that is responsible for the loss at file level; more interaction and accountability should be mandated	company
as a team work spirit we can achived more business in year 2017 for rms reporting.	company
i believe the communication from management is done effectively and management encourages suggestions and feedback	company
there still is some way to go in terms of overall communication, but there has been significant progress made in terms of the support each team receives and provides.	company
working for the best company [company]!	company
much better if exceeding satisfaction for booth is committed, it tells us that the company is healthy in terms of internal and external businesses.	company
in our team, we are practicing transparency & good communication to avoid any conflict and disputes.	company
being open with each other will help improve the team work.	company
despite of many process changes and company policies, my team still manage to cope and continue our best practices.	company
understanding my line of work and fully manage the updates regardless of its complexity.	company
thru effective communication with team may result an excellent feedback.	company
we are in the right way , because the company bought the ideal that we are a team one team.	company
sharing ideas within the team, and always improving with any challenges that come our way.	company
i am proud of our current team.	company
we have bonded together due to our current manager who leads by example and acts fairly and ethically	company
- our team dynamics has made a positive impact on the morale of the team.	company
as a new group handling new siemens account,we are developing as a coordinated team in order to complete each days tasks.	company
by centering the questions more around teams within which employees work allows for a less general evaluation and focuses more directly on the individual teams' improvements.	company
as a team handling this product we work together to resolve any issues	company
time management and working well as a team to ensure everything is completed in a timely manner.	company
working together to make sure that the shipments are prepared in a timely manner to ensure that the drivers are not held up unnecessarily	company
my manager has an open door policy and handles all of my issues in a timely matter.	company
we are an extremely busy office with many shipments to process daily .	company
we all work diligently to make sure the shipments are processed to avoid any delays to the drivers.	company
no comments- everything is good in [company], i love the environment of [company].	company
give promoting chance to each employee.	company
open and honest discussion, share experiences, views and opinions, support each others to achieve the target and goal.	company
we actively engaged in our work and have no qualms about asking for help from each other.	company
the group works with and relies on the expertise of each other to get resolve the issues and out of the box solutions	company
effective teamwork and constant improvement of our network in terms of service launches and coverage, is resulting in successfully enabling us to grow our business for the company.	company
teamwork, direction and continuous improvement	company
the team support and help each other and are open and share information well.	company
i can always trust 1 out of 3 of my colleague to assistance me to when handling lots of shipments.	company
as a team we work well together to get issues solved	company
we work well together to solve issues	company
duel screens helps with my job a lot and has made things a lot easier.	company
all team have just changed but seem to be working well	company
team work is starting to improve throughout the office.	company
as a team we work and help each other  good to know all operations work even import and expo ,with different customers process  making us to work all over with in your team	company
good teamwork, if there are any problems the branch is open to discuss these with you so you are able to fix the problems.	company
being part of team and having scope of the bigger picture	company
our previous management was poor and rarely available or visited.	company
the new system of making sure files are sent to billing in a more timely manner.	company
i enjoy the company of those i work with and the positivity in my office which helps the day get faster.	company
the majority of the company is pulling in the right direction - the direction given to us by the senior managers	company
generally everything is working well but there could be improvements	company
i have learned a lot about new technologies which is very helpful for my growth.	company
the management always make sure to provide necessary training for employee.	company
it's help us to improve more with our process and day to day encounter with our bp and colleagues.	company
exchanging ideas for the benefit and improvement of the team and company.	company
also, on how the company reassures to appreciate all the efforts done by each and everyone.	company
it helps them have an outlet outside the usual daily jobs	company
we have made a big step forward when it comes to training, e.g.	company
provided many resource to study	company
team is getting better benefit out of it.	company
mynet has provided us with so much interesting and meaningful news, on local and global topics.	company
it brings us together through shared information.	company
we have great learning and development opportunities at [company], especially with the new certified program	company
good opportunities within the company.	company
seems that the eos results from last year have been heard.	company
qcc and qcc leadership i think is taking the lead in employee improvement and development.	company
i am very happy to work in this firm.	company
we are very proud at the part of this group.	company
personally i learned lot of logistics ethics and procedures.	company
i'm trying help my self to improve more and learn more.	company
company give good opertunity.ilike my company	company
i've been with the company for 10+ years and we have never had a program like cif which truly engages and motivates our employees.	company
top executive leadership training, development, and interaction provides an environment that is conducive to collaboration and growth.	company
1.employee should get the chance to describe the pd.it helps to improve the employee skills and ability in their works  2.company need to motivate the employee, to give the awards and prizes for best employees.	company
many on the job learning opportunities	company
lot of opportunities for career growth	company
need to be learning development for successful customer service	company
as per last year we learned about different software .and now we are learning new software.	company
anyway this is one source of improvement.	company
this company ensure the all round development of all the staff	company
working well in the company is always follow the rules of health and safety,rules of 5s,always respect the  co -workers.	company
work more with the implementation of the news business	company
my supervisor's interest in my development and challenging me in giving me more responsibilities to better myself to achieve results.	company
it's necessary to provide a work change during employment so that the person doesn't feel motivated for each work change and this also helps him/her grow professionally, because it can cover different activities depending on his/her studies.	company
company is giving learning opportunities to all employees and giving growth chance	company
it will be a good year for everyone in company to look forward for the new thing happen with good equipped skill to staff whether cif, cfm and first choice in order to achieve the vision of our company.	company
they have designed very good programs to climb up the progress ladder.	company
they also value all the people and remind them that they are part of the company's success.	company
openness and willing to adapt to change	company
the senior management([name] & [name]) is taking care of the resource career development and encourage to bring innovation in the system	company
dropping down of purpose and focus and key areas  .	company
the area of exposure and training is working well and its give me the encouragement to stay in the company, the investment is high.	company
work environment is fantastic, lots of opportunities are giving by the co.	company
i am looking forward to the cif and other trainings that can help develop me professionally.	company
company engage employees in scheduled management training (eg., cif trainging) and make employees aware about thier importance  transperancy of comments on employees (eg., appraisal comments) on the portals	company
good learning opportunities  freedom to implement new processes for employee development  always open to ideas and suggestions	company
i would like to see more training in the areas of leadership; personal improvement and relationship building at all levels of business.	company
huddle/ one to one meeting	company
development opportunities within the group even if they don't exist in your direct working environment.	company
logis ocean, air, alliance etc.	company
provides me with the opportunity for learning and development	company
need better hardware services, real-time update software, provide more it knowledge training	company
hope to see a supervisory module for rank and file supervisors - cfm material is a bit challenging for them to grasp concepts.	company
it helps us have widen our knowledge and cope up with the latest trends / processes regarding our work.	company
on my opinion, what working well is continuously improving of the company, for example, we have so many trainings we acquired for the past 2 years.	company
work as a team.share all the information and experience among the team.help each other	company
learning opportunity is improved	company
airfreight is working hard to achieve the kpi's.	company
we work as one team with our superior not taking into consideration our designation.	company
new system although some kinks to be worked out.	company
the 2 step process is working well	company
i have access to the resources i need to do my job and i continue learning every day.	company
job rotation is a challenge and this helps to improve for the development and additional knowledge within the finance work related.	company
i feel that our weekly performance dialogues are very helpful in making sure the whole team is on the same page with the info we're receiving.	company
lots of training and learning opportunities.	company
[company] offers many opportunities for personal and professional development.	company
that employees are given the opportunity to rise within the company if they wish to do so.	company
there are good materials for all employees with easy access for learning and self developing.	company
i can see more employees getting involved in finding solutions and it's great to see the initiative in our employees.	company
it allows all employees to know more about [company] & how they could contribute to the success of what is being planned as a whole	company
our new automated system is to function to improve productivity & better operation.	company
there is a lot of knowledge and useful information in [company] website.	company
company provided comperhasive self-learning and development tools and opportunities.	company
i have felt that working in [company] is more happier compare with my last experience with another.	company
i do enjoy my daily job even has to handle more shipments.	company
cif training has opened minds to the overall process of moving freight within our company.	company
plenty of training and opportunities to learn and grow.	company
the opportunity to new exposure and challenging work.	company
kc seems to simplify our work- needs a bit of work still but heading in correct direction	company
[company] does do a lot for developing employees, but there are certain areas where it falls short, ie: better communication of updated processess, structured training for initial learning - not just watching someone else and taking our own notes.	company
improve the job efficiency for all jobs	company
continues improvement on individual development and benefit for the employee.	company
continuous opportunities to upskill/refresh with variety of training	company
introduction of different approach of learning & developing has a positive impact on the employee's opinion of training.	company
really feel the benefits of seminars(cip) that [company] conduct.	company
looking forward to see what other seminars are provided in the near future.	company
cif was enjoyed by all and those that went to the talks by [name] and [name] also enjoyed	company
we have limited ff knowledge in the business right now.	company
continuous improvement in systems and processes.	company
cif is the perfect example.	company
open communication and feedback	company
outside speakers brought in to provide talks on various topics.	company
continuous training for employee to make us keep up with the change in this digital era and do our work more efficiently; also this make the company more competitive.	company
[company] always pay a lot of attention to learning and development for its staff which is great.	company
cif certification is good we have learn to solve complex problems in more effective way.	company
eos feedback are taken into account and have seen improvement.	company
courses e.g.excel course to improve work efficiency	company
i have been working in [company] for almost a year,  in my first 6 months i would say this was a great opportunity to me to learn logistics from the beginning of the process until the end.	company
i have been promised by senior leaders for a chance to develop myself in areas where i have strong interest to help [company] grow globally.	company
let's see if they keep the promise in the foreseeable future.	company
keep going on company update but it will be good to announce on best practice of any department as motivation to the rest	company
we have access to usefull training.	company
both e-learning platform and seniors' sharing enable employees' steady growth.	company
will give the freshmen more chances to practice and will give you confidence and encouragement to let your performance better.	company
i believe the changes that we are having in our work place are contributing in a negative way to our customers.	company
although we were way behind on performance levels over the years we have now achieved the same through continuous training programs etc which has helped us to improve the level of service to our valuable customers.	company
compliance guidelines and fico process	company
all the materials, tools & technologies are available there for all so that they can utilize those for  learning & development.	company
[company] id is very concerned with our development, by continuous training, and also feedbacks from our superior.	company
